525,260,TIME_MAX,4.6845099926
525,104,TIME_MAX,0.00351810455322
525,208,TIME_MAX,4.84227490425
525,52,TIME_MAX,0.0123999118805
525,312,TIME_MAX,10.6590578556
525,156,TIME_MAX,0.428702116013
400,80,TIME_MAX,0.00992488861084
400,120,TIME_MAX,0.00721502304077
400,160,TIME_MAX,0.0766179561615
400,200,TIME_MAX,0.245042085648
400,40,TIME_MAX,0.000782012939453
275,162,TIME_MAX,0.00259780883789
275,135,TIME_MAX,0.0484731197357
275,108,TIME_MAX,0.00772309303284
275,81,TIME_MAX,0.0419321060181
275,54,TIME_MAX,0.00246286392212
275,27,TIME_MAX,0.000345945358276
150,75,TIME_MAX,0.00216388702393
150,60,TIME_MAX,0.00229597091675
150,45,TIME_MAX,0.0018150806427
150,30,TIME_MAX,0.00028395652771
150,15,TIME_MAX,0.000135898590088
25,2,TIME_MAX,1.50203704834e-05
25,4,TIME_MAX,4.10079956055e-05
25,6,TIME_MAX,5.69820404053e-05
25,8,TIME_MAX,6.00814819336e-05
25,10,TIME_MAX,6.98566436768e-05
25,12,TIME_MAX,8.89301300049e-05
25,14,TIME_MAX,8.10623168945e-05
550,275,TIME_MAX,15.5514559746
550,220,TIME_MAX,0.224056005478
550,165,TIME_MAX,0.188635110855
550,110,TIME_MAX,0.00484418869019
550,55,TIME_MAX,0.00167989730835
425,168,TIME_MAX,0.457300901413
425,42,TIME_MAX,0.000880002975464
425,210,TIME_MAX,1.18794989586
425,84,TIME_MAX,0.0834920406342
425,252,TIME_MAX,0.832275152206
425,126,TIME_MAX,0.00424098968506
300,120,TIME_MAX,0.507493019104
300,90,TIME_MAX,0.0205090045929
300,60,TIME_MAX,0.0126330852509
300,150,TIME_MAX,0.301009178162
300,30,TIME_MAX,0.000463962554932
175,34,TIME_MAX,0.000392913818359
175,68,TIME_MAX,0.030914068222
175,102,TIME_MAX,0.0357658863068
175,17,TIME_MAX,0.000149011611938
175,51,TIME_MAX,0.000746965408325
175,85,TIME_MAX,0.0020649433136
50,25,TIME_MAX,0.000301122665405
50,10,TIME_MAX,0.000189065933228
50,20,TIME_MAX,0.000366926193237
50,5,TIME_MAX,5.10215759277e-05
50,15,TIME_MAX,8.01086425781e-05
575,228,TIME_MAX,1.99982309341
575,171,TIME_MAX,0.0343189239502
575,114,TIME_MAX,0.521228075027
575,342,TIME_MAX,TIME_MAX
575,57,TIME_MAX,0.00197887420654
575,285,TIME_MAX,1.80363607407
450,225,TIME_MAX,TIME_MAX
450,90,TIME_MAX,0.115530014038
450,180,TIME_MAX,0.528560161591
450,45,TIME_MAX,0.000847816467285
450,135,TIME_MAX,0.0679130554199
325,128,TIME_MAX,0.0898208618164
325,96,TIME_MAX,0.0262529850006
325,32,TIME_MAX,0.00366115570068
325,64,TIME_MAX,0.0214791297913
325,160,TIME_MAX,0.763545036316
325,192,TIME_MAX,0.0930330753326
200,80,TIME_MAX,0.00427412986755
200,40,TIME_MAX,0.00166797637939
200,60,TIME_MAX,0.00745987892151
200,20,TIME_MAX,0.000292062759399
200,100,TIME_MAX,0.00132393836975
75,35,TIME_MAX,0.000346899032593
75,7,TIME_MAX,6.19888305664e-05
75,42,TIME_MAX,0.000241041183472
75,14,TIME_MAX,8.29696655273e-05
75,21,TIME_MAX,0.000154972076416
75,28,TIME_MAX,0.000173091888428
600,120,TIME_MAX,24.9490978718
600,60,TIME_MAX,0.00169086456299
600,180,TIME_MAX,0.632461071014
600,300,TIME_MAX,0.51114487648
600,240,TIME_MAX,0.0184090137482
475,235,TIME_MAX,0.0675048828125
475,141,TIME_MAX,0.00373387336731
475,47,TIME_MAX,0.268018007278
475,282,TIME_MAX,1.76951909065
475,188,TIME_MAX,11.4986019135
475,94,TIME_MAX,0.00302505493164
350,105,TIME_MAX,0.00410199165344
350,35,TIME_MAX,0.000674962997437
350,140,TIME_MAX,0.253672122955
350,70,TIME_MAX,0.00116896629333
350,175,TIME_MAX,0.154587030411
225,66,TIME_MAX,0.00585293769836
225,132,TIME_MAX,0.0027129650116
225,44,TIME_MAX,0.00210499763489
225,110,TIME_MAX,0.00138187408447
225,22,TIME_MAX,0.000589847564697
225,88,TIME_MAX,0.00169396400452
100,40,TIME_MAX,0.00215601921082
100,10,TIME_MAX,6.29425048828e-05
100,20,TIME_MAX,0.000228881835938
100,50,TIME_MAX,0.000877141952515
100,30,TIME_MAX,0.000182151794434
500,200,TIME_MAX,23.4124560356
500,250,TIME_MAX,TIME_MAX
500,100,TIME_MAX,0.0084171295166
500,50,TIME_MAX,0.00140714645386
500,150,TIME_MAX,10.491339922
375,37,TIME_MAX,0.000777006149292
375,74,TIME_MAX,0.0404770374298
375,111,TIME_MAX,0.00239300727844
375,148,TIME_MAX,0.0867578983307
375,185,TIME_MAX,0.104876041412
375,222,TIME_MAX,0.19349694252
250,25,TIME_MAX,0.00046706199646
250,50,TIME_MAX,0.00122785568237
250,75,TIME_MAX,0.00795197486877
250,100,TIME_MAX,0.00309085845947
250,125,TIME_MAX,0.0043408870697
125,36,TIME_MAX,0.00224900245667
125,72,TIME_MAX,0.00157403945923
125,12,TIME_MAX,0.000113010406494
125,48,TIME_MAX,0.000566005706787
125,24,TIME_MAX,0.00112104415894
125,60,TIME_MAX,0.0256879329681
